codex/hepta-v8-path-lease-reconciliation-20260906	already-contained
codex/hepta-v8-plasticity-v2-api-20260906	already-contained
codex/hepta-v8-plasticity-v2-core-20260906	already-contained
codex/hepta-v8-plasticity-v2-docs-20260906	already-contained
codex/hepta-v8-plasticity-v2-hostile-tests-20260906	already-contained
codex/hepta-v8-plasticity-v2-registry-20260906	already-contained
codex/hepta-v8-plasticity-v2-types-20260906	already-contained
codex/hepta-v8-product-integration-progress-20260906	already-contained
codex/hepta-v8-prompt-local-shadow-20260906	already-contained
codex/hepta-v8-prompt-local-shadow-impl-20260906	already-contained
codex/hepta-v8-prompt-local-shadow-tests-20260906	already-contained
codex/hepta-v8-prompt-registry-preflight-20260906	already-contained
codex/hepta-v8-protocol-hardening-20260906	already-contained
codex/hepta-v8-protocol-recovery-bindings-20260906	already-contained
codex/hepta-v8-qualification-profiles-20260906	already-contained
codex/hepta-v8-readiness-depth-closure-20260905	already-contained
codex/hepta-v8-recovery-fail-closed-20260906	already-contained
codex/hepta-v8-retrieval-input-binding-20260906	already-contained
codex/hepta-v8-scalar-compile-determinism-20260906	already-contained
codex/hepta-v8-sequential-eval-20260906	already-contained
codex/hepta-v8-sequential-eval-tests-20260906	already-contained
codex/hepta-v8-shadow-exec-qualification-20260906	already-contained
codex/hepta-v8-source-canonical-format-20260906	already-contained
codex/hepta-v8-source-closure-progress-20260906	already-contained
codex/hepta-v8-source-identity-20260906	already-contained
codex/hepta-v8-source-identity-workflow-20260906	already-contained
codex/hepta-v8-sqlite-race-tests-20260906	already-contained
codex/hepta-v8-state-recovery-helper-errors-20260906	already-contained
codex/hepta-v8-supervisor-native-boundaries-20260906	already-contained
codex/hepta-v8-taskflow-bazel-qualification-20260906	already-contained
codex/hepta-v8-taskflow-boundary-api-20260906	already-contained
codex/hepta-v8-taskflow-boundary-tests-20260906	already-contained
codex/hepta-v8-taskflow-migration-fixture-20260906	already-contained
codex/hepta-v8-technical-closure-20260905	already-contained
codex/hepta-v8-temporal-plan-digest-20260906	already-contained
codex/hepta-v8-temporal-plan-docs-20260906	already-contained
codex/hepta-v8-terminal-followup-readiness-20260906	already-contained
codex/hepta-v8-ui-canonical-shadow-20260906	already-contained
codex/hepta-v8-unused-dependency-cleanup-20260906	already-contained
codex/hepta-v8-value-learning-bazel-deps-20260906	already-contained
codex/hepta-v8-verified-gap-progress-20260906	already-contained
codex/hepta-v8-windows-bazel-diagnostics-r3-20260907	already-contained
codex/hepta-v8-windows-complete-deny-20260906	already-contained
codex/hepta-v8-windows-native-cc-20260906	already-contained
codex/hepta-v8-windows-required-acl-errors-20260906	already-contained
codex/hepta-v8-windows-workspace-capabilities-20260906	already-contained
codex/hepta-v8-witnessed-recovery-20260906	already-contained
codex/hepta-v8-wrapper-response-files-20260906	already-contained
codex/hepta-v9-blocker-closure-20260908	already-contained
codex/hepta-w0-lane-a-20260908	already-contained
codex/hepta-w0-lane-b-20260908	already-contained
codex/hepta-w0-lane-c-20260908	already-contained
codex/hepta-w0-lane-d-20260908	already-contained
codex/hepta-w0-lane-e-20260908	already-contained
codex/hepta-w0-lane-f-20260908	already-contained
codex/hepta-w0-lane-g-20260908	already-contained
codex/hepta-w0-review-base-20260908	already-contained
codex/hepta-w0-seven-lanes-candidate-20260908	already-contained
codex/hepta-w0-seven-lanes-handoff-20260908	already-contained
codex/set-default-main-20260907	history-only
codex/trillionnium-os-admission-hardening-20260907	already-contained
codex/trillionnium-os-external-admission-20260907	already-contained
codex/trillionnium-os-external-evidence-restore-20260908	history-only
codex/trillionnium-os-external-evidence-restore-r2-20260908	history-only
codex/trillionnium-os-external-evidence-restore-r3-20260908	history-only
codex/trillionnium-os-external-evidence-restore-r4-20260908	history-only
codex/trillionnium-os-fixed-target-executor-20260907	already-contained
codex/trillionnium-os-pr456-approved-tree-restore-20260908	history-only
codex/uds-clippy-order-20260906	already-contained
fix/blocking-ci-pr-concurrency-20260906	already-contained
fix/hepta-registry-shape-closure-20260906	already-contained
integration/all-branches-final-seal-20260907	already-contained
integration/all-branches-staging-34080942614	already-contained
integration/all-branches-staging-34081015792	already-contained
integration/all-branches-staging-34098423957	already-contained
integration/all-branches-staging-34107591795	already-contained
integration/final-main-tree-20260907	already-contained
integration/final-main-tree-followup-20260907-r1	history-only
integration/hepta-all-blockers-base-20260907	already-contained
integration/hepta-w0-internal-closure-20260908	already-contained
integration/vnext-main-20260811	history-only
main	already-contained
ops/ci-failure-diagnostic-20260907	history-only
ops/exact-source-export-20260907	history-only
ops/final-all-branches-convergence-20260908	history-only
ops/final-all-branches-convergence-r6-20260908	history-only
ops/final-all-branches-convergence-r7-diagnostic-20260908	history-only
ops/final-main-convergence-20260908	history-only
ops/final-main-convergence-v3-20260908	history-only
ops/final-main-convergence-v8-20260908	history-only
ops/final-main-repair-v7-20260908	history-only
ops/hepta-base-format-shear-diagnostic-20260906	already-contained
ops/hepta-base-format-shear-fix-20260906	already-contained
ops/hepta-default-main-switch-20260907	already-contained
ops/hepta-exact-source-export-4f08144e-20260906	already-contained
ops/hepta-final-gap-closure-r2-controller-20260908	history-only
ops/hepta-gap-closure-materializer-20260907-r3	already-contained
ops/hepta-module-shape-discovery-20260906	already-contained
ops/hepta-safe-workflow-blob-20260907	already-contained
ops/hepta-stale-actions-cleanup-20260906	already-contained
ops/heptabao-http-fallback-diagnostic-20260908	history-only
ops/main-tree-convergence-20260908	already-contained
ops/merge-all-branches-20260907	already-contained
ops/pr328-stale-queue-cleanup-v1-20260906	already-contained
ops/pr451-finalizer-20260907	already-contained
ops/pr456-followup-publisher-20260907-r1	history-only
ops/pr456-gapfix-result-20260907-r2	history-only
ops/pr456-review-fix-r3-20260907	history-only
ops/pr456-review-fix-r4-20260907	history-only
ops/pr459-merge-controller-20260908	history-only
ops/pr463-expiry-materializer-20260908	history-only
ops/schema-probe-20260908	already-contained
ops/trillionnium-os-runner-probe-20260906	already-contained
ops/trillionnium-os-status-snapshot-20260908	history-only
ops/trillionnium-os-subject-rebind-controller-20260908	history-only
ops/world-object-probe-20260906	already-contained
reviewer/ci-governance-simplification-20260908	already-contained
